domain,topic_id,topic_label,abstract_count,abstract_share,feature,family,intervention_date,n_months,n_pre_months,n_post_months,pre_mean,post_mean,pre_sd,pre_slope_per_month,pre_slope_per_year,level_shift,level_shift_se,level_shift_ci_low,level_shift_ci_high,level_shift_p,slope_change_per_month,slope_change_per_year,slope_change_se,slope_change_per_year_se,slope_change_per_year_ci_low,slope_change_per_year_ci_high,standardized_slope_change_per_year,standardized_slope_change_per_year_se,standardized_slope_change_per_year_ci_low,standardized_slope_change_per_year_ci_high,slope_change_p,post_slope_per_month,post_slope_per_year,r_squared,model,hac_lags,slope_change_q,level_shift_q
arxiv,0,"learning, data, model, models, neural, training, based",144427,0.3586439634172082,marker_verbs_total_per_1k_words,verbs,2022-11-30,136,95,41,0.5992145777482984,2.3538143487866,0.16731771187559577,0.005720965472071341,0.06865158566485609,0.9766556199513522,0.4406586339138069,0.1129646974802907,1.8403465424224137,0.026667252842841094,0.02142231036437169,0.2570677243724603,0.017340669751498117,0.2080880370179774,-0.15078482818277544,0.664920276927696,1.5364047325939738,1.243670109310933,-0.9011886816554552,3.9739981468434027,0.21668924634258457,0.02714327583644303,0.32571931003731636,0.8381105111071144,monthly_segmented_wls_hac,6,0.2889189951234461,0.035556337123788126
arxiv,0,"learning, data, model, models, neural, training, based",144427,0.3586439634172082,marker_words_total_per_1k_words,marker_words,2022-11-30,136,95,41,2.8823174360072645,6.581982703275784,0.44750908406520234,0.009298923140721033,0.11158707768865239,0.30182165754245466,0.20382811833756048,-0.09768145439916387,0.7013247694840732,0.13866905725109907,0.13151710397170707,1.5782052476604849,0.009579244186659822,0.11495093023991787,1.3529014243902457,1.8035090709307238,3.5266440478123107,0.2568683728064154,3.0231820371117366,4.030106058512884,6.77084572687013e-43,0.1408160271124281,1.6897923253491371,0.9826742681185439,monthly_segmented_wls_hac,6,1.354169145374026e-42,0.13866905725109907
arxiv,0,"learning, data, model, models, neural, training, based",144427,0.3586439634172082,smog_index,readability,2022-11-30,136,95,41,17.16514455248591,18.051140610945197,0.13106107342353338,0.002660533960194271,0.03192640752233125,-0.004080609114964551,0.029009794382974453,-0.06093980610559448,0.052778587875665375,0.8881360560937278,0.03370821723483701,0.4044986068180441,0.0009761763289415183,0.01171411594729822,0.38153893956133955,0.4274582740747487,3.0863367455482185,0.08937906306812553,2.911153781934692,3.261519709161745,2.7614607360966864e-261,0.03636875119503128,0.4364250143403754,0.9819697770517116,monthly_segmented_wls_hac,6,4.832556288169201e-261,0.8881360560937278
arxiv,0,"learning, data, model, models, neural, training, based",144427,0.3586439634172082,verb_align_per_1k_words,verbs,2022-11-30,136,95,41,0.12337076357612717,0.3933386894333887,0.06298770186786716,0.0012954462827470417,0.015545355392964502,-0.03685559980565304,0.01440611043550013,-0.0650915762592333,-0.008619623352072784,0.010517590979979641,0.0109011408472681,0.1308136901672172,0.0005921387762818427,0.0071056653153821125,0.11688658614906824,0.14474079418536615,2.0768131919089923,0.1128103598745048,1.8557048865549628,2.297921497263022,1.0967998353590046e-75,0.012196587130015141,0.1463590455601817,0.9389417018131478,monthly_segmented_wls_hac,6,4.3871993414360183e-75,0.03208983190703637
arxiv,0,"learning, data, model, models, neural, training, based",144427,0.3586439634172082,verb_exhibit_per_1k_words,verbs,2022-11-30,136,95,41,0.1728626250150132,0.38070595878882557,0.06806646669793699,0.00039406641634574753,0.00472879699614897,0.0903645170162593,0.03752847213438686,0.01680871163286106,0.16392032239965754,0.016044915953518184,0.004818504977128948,0.05782205972554738,0.001322615920886352,0.015871391050636223,0.02671413326630038,0.08892998618479438,0.8494940685278717,0.2331748924337403,0.3924712793577406,1.3065168576980026,0.00026930849858588704,0.005212571393474696,0.06255085672169634,0.8132068359078982,monthly_segmented_wls_hac,6,0.0005386169971717741,0.03208983190703637
arxiv,0,"learning, data, model, models, neural, training, based",144427,0.3586439634172082,verb_underscore_per_1k_words,verbs,2022-11-30,136,95,41,0.005370820713024894,0.10762294582869272,0.013259216607244235,-1.0149450414724561e-05,-0.00012179340497669473,0.07651272399649779,0.03657003860921687,0.0048354483224327255,0.14818999967056284,0.036418454339824,0.0014066985254526563,0.016880382305431874,0.0014523819660925389,0.017428583593110468,-0.017279641537064638,0.05104040614792839,1.2731055540799596,1.314450476930008,-1.3032173807028558,3.849428488862775,0.33277183223296225,0.0013965490750379318,0.01675858890045518,0.7325595667195556,monthly_segmented_wls_hac,6,0.33277183223296225,0.036418454339824
arxiv,0,"learning, data, model, models, neural, training, based",144427,0.3586439634172082,word_across_per_1k_words,marker_words,2022-11-30,136,95,41,0.515879250582442,1.7968751462507722,0.1681201772250838,0.003179104351424249,0.038149252217090986,-0.2934320185828765,0.0662794025934343,-0.42333964766600773,-0.16352438949974527,9.546522820519457e-06,0.06398545708091297,0.7678254849709556,0.0025846870092699993,0.03101624411123999,0.7070336465129252,0.828617323428986,4.567122743054037,0.184488528522752,4.205525227149444,4.928720258958632,2.6989200555851875e-135,0.06716456143233722,0.8059747371880466,0.9853219532884915,monthly_segmented_wls_hac,6,1.079568022234075e-134,3.818609128207783e-05
arxiv,0,"learning, data, model, models, neural, training, based",144427,0.3586439634172082,word_particularly_per_1k_words,marker_words,2022-11-30,136,95,41,0.1569170882946944,0.3911129041264607,0.06034295041496612,2.0783669361969803e-05,0.00024940403234363764,0.12028805906323582,0.05405573307812915,0.014338822230102688,0.22623729589636896,0.0260637909333399,0.005639925391978096,0.06767910470373716,0.002533182379724748,0.030398188556696973,0.008098655132611082,0.12725955427486324,1.121574338648041,0.5037570809457418,0.13421045999438688,2.108938217301695,0.02598612869039909,0.005660709061340066,0.06792850873608079,0.7879100484329762,monthly_segmented_wls_hac,6,0.02598612869039909,0.0347517212444532
arxiv,0,"learning, data, model, models, neural, training, based",144427,0.3586439634172082,word_while_per_1k_words,marker_words,2022-11-30,136,95,41,1.2376931472959265,2.1901325261988354,0.21487391494563637,0.0034304854114930064,0.041165824937916075,-0.3647171329013999,0.1341240196227608,-0.627600211362011,-0.10183405444078875,0.006542955576456618,0.050728868510461995,0.608746422125544,0.004516424018215419,0.05419708821858503,0.5025201292171173,0.7149727150339706,2.8330401215966967,0.2522273968540901,2.33867442376268,3.3274058194307137,2.8369650391943156e-29,0.054159353921955,0.64991224706346,0.9499557164702452,monthly_segmented_wls_hac,6,3.7826200522590875e-29,0.013085911152913236
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,automated_readability_index,readability,2022-11-30,136,95,41,18.279212743671977,19.87763811233392,0.31211700889469257,0.007580568483083966,0.0909668217970076,-0.3465546715933514,0.09163680468323603,-0.526162808772494,-0.16694653441420879,0.00015568066118424502,0.06725806526820394,0.8070967832184472,0.0029797928437045864,0.035757514124455034,0.7370120555345153,0.8771815109023791,2.585878885859628,0.1145644521299367,2.361332559684952,2.810425212034304,8.280248409166297e-113,0.07483863375128791,0.8980636050154549,0.9790996981209515,monthly_segmented_wls_hac,6,8.280248409166297e-113,0.0005448823141448576
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,avg_syllables_per_word,readability,2022-11-30,136,95,41,1.8853742455572227,1.9775364015876697,0.010747344900679603,0.0002019321644071429,0.0024231859728857147,0.0025684308487970015,0.0020864650975019315,-0.0015210407423067842,0.006657902439900787,0.21832424208427206,0.00361924882244724,0.043430985869366875,7.806842378349022e-05,0.0009368210854018826,0.04159481654197919,0.04526715519675457,4.041089801316467,0.08716767667357947,3.8702411550362514,4.211938447596682,0.0,0.003821180986854383,0.04585417184225259,0.9890154859216927,monthly_segmented_wls_hac,6,0.0,0.21832424208427206
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,clause_depth,syntax,2022-11-30,136,95,41,11.496817916546986,11.355938395087382,0.1487965202128683,0.0001402380918618276,0.0016828571023419312,0.2094940499724134,0.049500625169899025,0.1124728246394113,0.30651527530541545,2.314683792398351e-05,-0.01610436840460324,-0.1932524208552389,0.0019976339132991073,0.02397160695958929,-0.24023677049603387,-0.14626807121444388,-1.2987697600640928,0.16110327664447738,-1.6145321822872682,-0.9830073378409171,7.522739091190071e-16,-0.015964130312741413,-0.19156956375289697,0.7435924619183716,monthly_segmented_wls_hac,6,1.5045478182380142e-15,4.629367584796702e-05
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,dale_chall,readability,2022-11-30,136,95,41,12.894455761793928,13.71923208253221,0.1255786437780068,0.004057081604984585,0.04868497925981502,-0.10790947806047468,0.028288071613766227,-0.1633540984234565,-0.05246485769749288,0.00013636855195373954,0.0312171070524011,0.3746052846288132,0.0009716339401445513,0.011659607281734615,0.3517524543566134,0.3974581149010131,2.9830333674492167,0.0928470552870919,2.801053139086517,3.165013595811917,1.765791008040379e-226,0.035274188657385686,0.4232902638886282,0.9908447532628047,monthly_segmented_wls_hac,6,2.0600895093804423e-226,0.0005448823141448576
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,em_dash_per_1k_words,punctuation,2022-11-30,136,95,41,0.5288225319394999,0.6165218421966717,0.17302849172335016,0.0008763367279206792,0.01051604073504815,-0.30958217361153206,0.08293618716354599,-0.47213710045208224,-0.14702724677098192,0.00018938132238839576,0.01546267379457644,0.18555208553491728,0.002968999922118482,0.035627999065421787,0.11572120736669059,0.255382963703144,1.072378795462141,0.20590827967446124,0.668798567300197,1.4759590236240852,1.9084459863591653e-07,0.01633901052249712,0.19606812626996545,0.5807584191362615,monthly_segmented_wls_hac,6,1.9084459863591653e-07,0.00018938132238839576
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,emphasis_marker_particularly_per_1k_words,emphasis_markers,2022-11-30,136,95,41,0.15449933380349512,0.4201176972709287,0.05641847413516173,0.00033781489334681257,0.004053778720161751,0.15312679867753656,0.07761702792354176,0.0009974239473947155,0.3052561734076784,0.0485125883496838,0.004534760177767497,0.05441712213320997,0.0033415039085086633,0.04009804690210396,-0.024175049794913788,0.13300929406133372,0.9645266549187926,0.7107254763048194,-0.42849527863865344,2.3575485884762384,0.17474894184665832,0.00487257507111431,0.05847090085337173,0.7334979647932807,monthly_segmented_wls_hac,6,0.17474894184665832,0.0485125883496838
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,emphasis_markers_total_per_1k_words,discourse_marker_totals,2022-11-30,136,95,41,0.2683696432853997,0.665602322137626,0.07294518514459057,0.0005019569951363615,0.006023483941636338,0.22315440114647442,0.10132231340683351,0.024562666869080735,0.4217461354238681,0.02763557664438351,0.007071477200233388,0.08485772640280065,0.004181833381973,0.050182000583676,-0.013498994741204317,0.18321444754680563,1.1633081228678392,0.6879412326421022,-0.18505669311068118,2.5116729388463597,0.0908369418894709,0.0075734341953697494,0.090881210344437,0.815014645426714,monthly_segmented_wls_hac,6,0.0908369418894709,0.02763557664438351
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,flesch_kincaid_grade,readability,2022-11-30,136,95,41,16.264198138554562,17.33149225980748,0.1963331148400195,0.0023219464254046612,0.027863357104855935,-0.11571055312744258,0.04009716169097394,-0.1943009900417515,-0.03712011621313366,0.00390476975659238,0.0486058593067977,0.5832703116815724,0.0013840247542860548,0.016608297051432658,0.5507180494607644,0.6158225739023804,2.970819834223308,0.08459243905423595,2.8050186536770054,3.1366210147696103,3.4318058386180872e-270,0.05092780573220236,0.6111336687864284,0.9754294326190633,monthly_segmented_wls_hac,6,4.804528174065322e-270,0.00635194741763401
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,flesch_reading_ease,readability,2022-11-30,136,95,41,20.33802594620735,11.883717070268268,1.1915976825719674,-0.02569859240364477,-0.3083831088437372,0.7295705520114257,0.25215880181237627,0.2353393004591683,1.223801803563683,0.003812194394894602,-0.3522276849618808,-4.226732219542569,0.00890592284082628,0.10687107408991536,-4.436199524758804,-4.0172649143263355,-3.547113494228613,0.08968721209598425,-3.7229004299367427,-3.3713265585204844,0.0,-0.37792627736552553,-4.535115328386306,0.986262828117248,monthly_segmented_wls_hac,6,0.0,0.00635194741763401
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,gunning_fog,readability,2022-11-30,136,95,41,19.322359861246614,20.631636461069455,0.21240938954990332,0.0031722740191345404,0.038067288229614485,-0.1273388933058442,0.04486633136967299,-0.21527690279040324,-0.039400883821285135,0.004537105298310007,0.05789003916666216,0.6946804699999459,0.0014532054506270578,0.017438465407524695,0.6605010778011975,0.7288598621986944,3.270479103922749,0.08209837354401753,3.1095662917764746,3.4313919160690234,0.0,0.061062313185796704,0.7327477582295605,0.9786891812566056,monthly_segmented_wls_hac,6,0.0,0.00635194741763401
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,list_of_three_per_1k_words,syntax,2022-11-30,136,95,41,3.218568091903837,4.21349061269044,0.40889192714290606,0.005042018445423369,0.060504221345080426,-0.30604362412164143,0.2032780863766723,-0.7044686734199191,0.09238142517663628,0.13218487901319598,0.04560231848777667,0.54722782185332,0.006364588077740478,0.07637505693288574,0.39753271026486403,0.696922933441776,1.3383189677453966,0.1867854361091188,0.9722195129715241,1.7044184225192696,7.778254759878219e-13,0.050644336933200036,0.6077320431984005,0.8663936985465371,monthly_segmented_wls_hac,6,7.778254759878219e-13,0.13218487901319598
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,marker_verbs_total_per_1k_words,verbs,2022-11-30,136,95,41,0.6398915767310629,2.794646462231514,0.19884232044658146,0.0058139439798132264,0.06976732775775872,1.455895340253187,0.5981198059581683,0.28358052057517713,2.6282101599311964,0.014928048028116135,0.018548937300092338,0.22258724760110804,0.023154645597453696,0.27785574716944433,-0.3220100168510029,0.767184512053219,1.1194158622832286,1.3973672533362416,-1.6194239542558053,3.8582556788222626,0.4230799885210908,0.024362881279905563,0.2923545753588668,0.805452140719579,monthly_segmented_wls_hac,6,0.4230799885210908,0.02985609605623227
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,marker_words_total_per_1k_words,marker_words,2022-11-30,136,95,41,2.903041856899489,7.098538048631899,0.4862733277765735,0.014084419720916976,0.1690130366510037,0.5513956581678637,0.25985424290969783,0.04208134206485603,1.0607099742708714,0.033842600419428465,0.12963646762328052,1.5556376114793662,0.010875834849205611,0.13051001819046734,1.2998379758260503,1.811437247132682,3.1991012515375514,0.26838818980100915,2.6730603995275737,3.7251421035475287,9.346720426273633e-33,0.1437208873441975,1.7246506481303698,0.9797409451709861,monthly_segmented_wls_hac,6,1.8693440852547267e-32,0.04512346722590462
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,smog_index,readability,2022-11-30,136,95,41,17.027880862026667,17.828763155011654,0.15676098396270444,0.002368620943682175,0.0284234513241861,-0.05658560726500078,0.02386557678038597,-0.10336213775455728,-0.009809076775444278,0.01773937803971028,0.03297630181409304,0.3957156217691165,0.0007954881987786063,0.009545858385343275,0.37700573933384374,0.4144255042043893,2.5243246869594964,0.06089435103070267,2.4049717589393196,2.6436776149796732,0.0,0.03534492275777522,0.4241390730933026,0.9725275713527187,monthly_segmented_wls_hac,6,0.0,0.020695941046328662
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,verb_align_per_1k_words,verbs,2022-11-30,136,95,41,0.1547624430459012,0.5351768447896453,0.10018565482891456,0.0008795742975183143,0.010554891570219771,0.04626765542769977,0.0367545457945041,-0.025771254329528273,0.11830656518492781,0.20809242462595937,0.013727758953970826,0.1647331074476499,0.001400065471951722,0.016800785663420664,0.1318035675473454,0.1976626473479544,1.6442783922405058,0.16769651994700335,1.3155932131443793,1.9729635713366325,1.0705835002295805e-22,0.01460733325148914,0.17528799901786968,0.9142070965879681,monthly_segmented_wls_hac,6,4.282334000918322e-22,0.20809242462595937
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,verb_exhibit_per_1k_words,verbs,2022-11-30,136,95,41,0.12867998991360796,0.41803267243725917,0.046191289360780464,0.00034545712673967374,0.004145485520876084,0.12085933722580025,0.04181920590080307,0.03889369366022624,0.20282498079137426,0.0038518813961888436,0.0073332916278071435,0.08799949953368572,0.0013319341558481156,0.015983209870177387,0.05667240818813804,0.1193265908792334,1.9051102654086824,0.34602216329878455,1.2269068253430646,2.5833137054743003,3.676074851997811e-08,0.007678748754546817,0.09214498505456181,0.8980676391327529,monthly_segmented_wls_hac,6,7.352149703995622e-08,0.015407525584755374
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,verb_underscore_per_1k_words,verbs,2022-11-30,136,95,41,0.004103843883704213,0.16930973150900297,0.007902190206622963,0.0001284668006064399,0.001541601607277279,0.12306984633336523,0.05999794006316107,0.005473883809569535,0.24066580885716093,0.040244112820581504,0.001930770737081899,0.02316924884498279,0.002409505874833516,0.028914070498002195,-0.033502329331101505,0.07984082702106708,2.9320034369160384,3.6589944992426036,-4.239625781599464,10.10363265543154,0.4229499008410923,0.002059237537688339,0.02471085045226007,0.717121208167248,monthly_segmented_wls_hac,6,0.4230799885210908,0.05365881709410867
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,word_across_per_1k_words,marker_words,2022-11-30,136,95,41,0.6253400614742443,2.02672496882571,0.18798422719857882,0.005043882757651946,0.06052659309182335,-0.3743636687731102,0.09465259300304496,-0.5598827510590784,-0.1888445864871421,7.649183420225757e-05,0.06837051708898309,0.8204462050677971,0.004112467709032393,0.04934961250838872,0.7237209645513552,0.917171445584239,4.3644417262790425,0.2625199637427975,3.849902597343159,4.878980855214926,4.579868806862295e-62,0.07341439984663503,0.8809727981596204,0.9750858307163623,monthly_segmented_wls_hac,6,1.831947522744918e-61,0.0003059673368090303
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,word_particularly_per_1k_words,marker_words,2022-11-30,136,95,41,0.15449933380349512,0.4201176972709287,0.05641847413516173,0.00033781489334681257,0.004053778720161751,0.15312679867753656,0.07761702792354176,0.0009974239473947155,0.3052561734076784,0.0485125883496838,0.004534760177767497,0.05441712213320997,0.0033415039085086633,0.04009804690210396,-0.024175049794913788,0.13300929406133372,0.9645266549187926,0.7107254763048194,-0.42849527863865344,2.3575485884762384,0.17474894184665832,0.00487257507111431,0.05847090085337173,0.7334979647932807,monthly_segmented_wls_hac,6,0.17474894184665832,0.0485125883496838
arxiv,1,"models, language, model, data, based, llms, large",125158,0.3107948041112184,word_while_per_1k_words,marker_words,2022-11-30,136,95,41,1.062148607103768,1.9694925082447876,0.22847939714320734,0.004347270757448955,0.05216724908938747,-0.43078496132319677,0.14217157520011556,-0.7094412487154232,-0.1521286739309703,0.0024452475970594945,0.04869243848493889,0.5843092618192667,0.00465030501957838,0.05580366023494056,0.4749340877587832,0.6936844358797501,2.55738271863975,0.24423935345016554,2.0786735858774255,3.036091851402074,1.1763793459088668e-25,0.05303970924238785,0.6364765109086542,0.9435434084923855,monthly_segmented_wls_hac,6,1.5685057945451558e-25,0.004890495194118989
arxiv,2,"learning, policy, reinforcement, reinforcement learning, algorithm, based, problem",52876,0.1313027218570509,automated_readability_index,readability,2022-11-30,136,95,41,19.029932177046806,20.43881850872289,0.36367295118171383,0.010204313911706838,0.12245176694048206,-0.36915432174629825,0.13505491665313885,-0.6338619583864504,-0.10444668510614613,0.0062690902237411625,0.051623257247465706,0.6194790869695885,0.00463498933643691,0.055619872037242925,0.5104641377765924,0.7284940361625847,1.7033961006906393,0.15293926000411218,1.4036351510825793,2.0031570502986993,8.21880057729092e-29,0.06182757115917255,0.7419308539100706,0.9494539411996374,monthly_segmented_wls_hac,6,8.21880057729092e-29,0.00734841679013138
